Step 0, overlap = 0.593, params = -59.8846, -24.9391, 0.0175, 1.0942
Step 1, overlap = 0.603, params = -59.8368, -24.9832, 0.0349, 1.1042
Step 2, overlap = 0.612, params = -59.7890, -25.0273, 0.0524, 1.1142
Step 3, overlap = 0.620, params = -59.7411, -25.0714, 0.0698, 1.1242
Step 4, overlap = 0.627, params = -59.6933, -25.1155, 0.0524, 1.1342
Step 5, overlap = 0.634, params = -59.6455, -25.1596, 0.0349, 1.1442
Step 6, overlap = 0.640, params = -59.5977, -25.2037, 0.0175, 1.1542
Step 7, overlap = 0.644, params = -59.5498, -25.2479, 0.0000, 1.1642
Step 8, overlap = 0.646, params = -59.5020, -25.2920, -0.0175, 1.1742
Step 9, overlap = 0.650, params = -59.4542, -25.2479, -0.0349, 1.1842
Step 10, overlap = 0.652, params = -59.4063, -25.2920, -0.0524, 1.1942
Step 11, overlap = 0.653, params = -59.4542, -25.2479, -0.0698, 1.2042
Step 12, overlap = 0.655, params = -59.5020, -25.2920, -0.0873, 1.2142
Step 13, overlap = 0.656, params = -59.4542, -25.3361, -0.1047, 1.2242
Step 14, overlap = 0.660, params = -59.4063, -25.2920, -0.1222, 1.2342
Step 15, overlap = 0.661, params = -59.4542, -25.3361, -0.1396, 1.2442
Step 16, overlap = 0.663, params = -59.4063, -25.2920, -0.1571, 1.2542
Step 17, overlap = 0.666, params = -59.4542, -25.3361, -0.1745, 1.2642
Step 18, overlap = 0.663, params = -59.5020, -25.3802, -0.1920, 1.2742
Step 19, overlap = 0.669, params = -59.4542, -25.3361, -0.2094, 1.2842
Step 20, overlap = 0.666, params = -59.5020, -25.3802, -0.1920, 1.2942
Step 21, overlap = 0.673, params = -59.4542, -25.3361, -0.2094, 1.3042
Step 22, overlap = 0.670, params = -59.5020, -25.3802, -0.2269, 1.3142
Step 23, overlap = 0.675, params = -59.4542, -25.3361, -0.2443, 1.3242
Step 24, overlap = 0.673, params = -59.5020, -25.3802, -0.2269, 1.3342
Step 25, overlap = 0.679, params = -59.4542, -25.3361, -0.2443, 1.3442
Step 26, overlap = 0.676, params = -59.5020, -25.3802, -0.2269, 1.3542
Step 27, overlap = 0.682, params = -59.4542, -25.3361, -0.2443, 1.3642
Step 28, overlap = 0.681, params = -59.5020, -25.3802, -0.2618, 1.3742
Step 29, overlap = 0.685, params = -59.4542, -25.3361, -0.2793, 1.3842
Step 30, overlap = 0.684, params = -59.5020, -25.3802, -0.2618, 1.3942
Step 31, overlap = 0.688, params = -59.4542, -25.3361, -0.2793, 1.4042
Step 32, overlap = 0.687, params = -59.5020, -25.3802, -0.2618, 1.4142
Step 33, overlap = 0.691, params = -59.4542, -25.3361, -0.2793, 1.4242
Step 34, overlap = 0.691, params = -59.5020, -25.3802, -0.2967, 1.4342
Step 35, overlap = 0.691, params = -59.4542, -25.4243, -0.3142, 1.4442
Step 36, overlap = 0.693, params = -59.5020, -25.3802, -0.3316, 1.4542
Step 37, overlap = 0.694, params = -59.4542, -25.4243, -0.3142, 1.4642
Step 38, overlap = 0.696, params = -59.5020, -25.3802, -0.3316, 1.4742
Step 39, overlap = 0.700, params = -59.4542, -25.3361, -0.3142, 1.4842
Step 40, overlap = 0.700, params = -59.5020, -25.3802, -0.3316, 1.4942
Step 41, overlap = 0.703, params = -59.4542, -25.3361, -0.3142, 1.5042
Step 42, overlap = 0.703, params = -59.5020, -25.3802, -0.3316, 1.5142
Step 43, overlap = 0.706, params = -59.4542, -25.3361, -0.3142, 1.5242
Step 44, overlap = 0.706, params = -59.5020, -25.3802, -0.3316, 1.5342
Step 45, overlap = 0.709, params = -59.4542, -25.3361, -0.3491, 1.5442
Step 46, overlap = 0.709, params = -59.5020, -25.3802, -0.3665, 1.5542
Step 47, overlap = 0.712, params = -59.4542, -25.3361, -0.3491, 1.5642
Step 48, overlap = 0.712, params = -59.5020, -25.3802, -0.3665, 1.5742
Step 49, overlap = 0.714, params = -59.4542, -25.3361, -0.3840, 1.5842
Step 50, overlap = 0.715, params = -59.5020, -25.3802, -0.3665, 1.5942
Step 51, overlap = 0.715, params = -59.5498, -25.3361, -0.3840, 1.6042
Step 52, overlap = 0.717, params = -59.5020, -25.3802, -0.3665, 1.6142
Step 53, overlap = 0.718, params = -59.5498, -25.3361, -0.3840, 1.6242
Step 54, overlap = 0.720, params = -59.5020, -25.3802, -0.3665, 1.6342
Step 55, overlap = 0.722, params = -59.5498, -25.3361, -0.3840, 1.6442
Step 56, overlap = 0.722, params = -59.5020, -25.3802, -0.3665, 1.6542
Step 57, overlap = 0.725, params = -59.5498, -25.3361, -0.3840, 1.6642
Step 58, overlap = 0.724, params = -59.5020, -25.3802, -0.3665, 1.6742
Step 59, overlap = 0.728, params = -59.5498, -25.3361, -0.3840, 1.6842
Step 60, overlap = 0.730, params = -59.5020, -25.2920, -0.3665, 1.6942
Step 61, overlap = 0.731, params = -59.5498, -25.3361, -0.3840, 1.7042
Step 62, overlap = 0.734, params = -59.5020, -25.2920, -0.4014, 1.7142
Step 63, overlap = 0.734, params = -59.5498, -25.3361, -0.4189, 1.7242
Step 64, overlap = 0.732, params = -59.5020, -25.3802, -0.4014, 1.7342
Step 65, overlap = 0.736, params = -59.5498, -25.3361, -0.4189, 1.7442
Step 66, overlap = 0.738, params = -59.5020, -25.2920, -0.4363, 1.7542
Step 67, overlap = 0.739, params = -59.5498, -25.3361, -0.4189, 1.7642
Step 68, overlap = 0.741, params = -59.5020, -25.2920, -0.4363, 1.7742
Step 69, overlap = 0.742, params = -59.5498, -25.3361, -0.4189, 1.7842
Step 70, overlap = 0.741, params = -59.5977, -25.2920, -0.4363, 1.7942
Step 71, overlap = 0.744, params = -59.5498, -25.3361, -0.4189, 1.8042
Step 72, overlap = 0.744, params = -59.5977, -25.2920, -0.4363, 1.8142
Step 73, overlap = 0.746, params = -59.5498, -25.3361, -0.4189, 1.8242
Step 74, overlap = 0.747, params = -59.5977, -25.2920, -0.4363, 1.8342
Step 75, overlap = 0.748, params = -59.5498, -25.3361, -0.4189, 1.8442
Step 76, overlap = 0.750, params = -59.5977, -25.2920, -0.4363, 1.8542
Step 77, overlap = 0.750, params = -59.5498, -25.3361, -0.4189, 1.8642
Step 78, overlap = 0.752, params = -59.5977, -25.2920, -0.4363, 1.8742
Step 79, overlap = 0.753, params = -59.5498, -25.3361, -0.4538, 1.8842
Step 80, overlap = 0.755, params = -59.5977, -25.2920, -0.4712, 1.8942
Step 81, overlap = 0.754, params = -59.5498, -25.3361, -0.4538, 1.9042
